user_id,created_by,timestamp,current_balance,amount_changed,operation_type,withdrawal_type,auction_id,auction_name,invoice_id,seller_statement_id,lot_id,stripe_transaction_id,description,transaction_id,invoice_number,seller_statement_number
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-19T10:37:01.717188,13923.05,566.95,deposit,,202602-0214-3945-049e4017-63b8-4d0d-9fe9-af74b3dd0020,,,202606-1902-3133-8e0f0846-5ee1-42a4-861f-3342fdf0351d,202603-2014-4704-bd92306c-a198-451c-a6be-3054a15a638a,,Proceeds from 2025 Topps All Kings #AK-7 Mike Trout - PSA NM-MT 8,,,06192651622
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-19T00:44:12.550146,13356.10,126.50,deposit,,202604-2813-5306-d52a60f4-8a2a-41ed-9f96-843c4d660256,,,202606-1402-3141-7383e4ae-14ff-40e8-a38b-21acfc08af86,202605-1220-5405-3bd5dc2a-e630-45a0-b379-491df9b0ac04,,Proceeds from 2024-25 Panini NSCC VIP Gold Color Blast #HK Harry Kane (#26/44) - PSA NM-MT 8,,,06142617498
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-18T15:42:04.128023,13229.60,2472.50,deposit,,202604-2813-5306-d52a60f4-8a2a-41ed-9f96-843c4d660256,,,202606-1402-3141-7383e4ae-14ff-40e8-a38b-21acfc08af86,202602-2720-3443-e788e72e-42ee-4cd1-aab6-535ecc56d890,,Proceeds from 2023-24 Topps Chrome UCC Future Stars Autographs SuperFractor #FSA-KM Kobbie Mainoo Signed Card (#1/1) - PSA NM-MT 8,,,06142617498
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-18T15:10:30.971485,10757.10,4663.25,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202605-1214-2028-127fe002-d8f4-40e8-ae45-c3ba5efdf32c,,Proceeds from 2022-23 Panini Flawless Patch Autograph Silver #SPA-SGA Shai Gilgeous-Alexander Signed Game-Used Patch Card (#02/25) - Jersey Number - Panini Encased,,,06072611621
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-18T12:37:35.385927,6093.85,983.25,deposit,,202604-2813-5306-d52a60f4-8a2a-41ed-9f96-843c4d660256,,,202606-1402-3141-7383e4ae-14ff-40e8-a38b-21acfc08af86,202605-1220-5405-9d0c7b74-4da3-4da8-a619-44325a1a4a35,,Proceeds from 2021-22 Panini Obsidian Black Color Blast #10 Lionel Messi - PSA MINT 9,,,06142617498
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-18T12:37:35.332980,5110.60,949.90,deposit,,202604-2813-5306-d52a60f4-8a2a-41ed-9f96-843c4d660256,,,202606-1402-3141-7383e4ae-14ff-40e8-a38b-21acfc08af86,202605-1414-1035-01d6bc93-7fe9-426a-bab2-725ac740b398,,Proceeds from 2022-23 Panini Obsidian Black Color Blast #7 Erling Haaland - PSA GEM MT 10,,,06142617498
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-17T12:24:31.950515,4160.70,723.35,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202605-1214-2028-84b73f65-f723-4aee-963a-c8ecdeaace66,,Proceeds from 2025-26 Topps 3 The Paint #TP-11 Cooper Flagg Rookie Card (#13/15) - Topps Encased,,,06072611621
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-16T19:30:12.654228,3437.35,143.75,deposit,,202604-2813-5306-d52a60f4-8a2a-41ed-9f96-843c4d660256,,,202606-1402-3141-7383e4ae-14ff-40e8-a38b-21acfc08af86,202603-2220-5857-dd7b63d0-c6c5-4b74-951f-3311fd238279,,Proceeds from 2025 Panini NSCC VIP Gold Gold Prizm #59 Kylian Mbappe (#01/10) - PSA MINT 9,,,06142617498
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-16T16:14:29.275579,3293.60,149.50,deposit,,202604-2813-5306-d52a60f4-8a2a-41ed-9f96-843c4d660256,,,202606-1402-3141-7383e4ae-14ff-40e8-a38b-21acfc08af86,202605-1414-1035-b19b816f-865a-40c1-aaa6-70f5323ac810,,Proceeds from 2024-25 Panini Select FIFA Equalizers Zebra Prizm #4 Kylian Mbappe - PSA GEM MT 10 - Pop 2,,,06142617498
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-16T15:47:45.830822,3144.10,1389.20,deposit,,202604-2813-5306-d52a60f4-8a2a-41ed-9f96-843c4d660256,,,202606-1402-3141-7383e4ae-14ff-40e8-a38b-21acfc08af86,202603-2317-5612-a4eef378-790d-46b6-8840-a3756cd74732,,Proceeds from 2021-22 Topps Chrome PSG Autograph Wave Refractor #AU-KM Kylian Mbappe Signed Card (#41/50) - PSA MINT 9,,,06142617498
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-16T14:35:04.248195,1754.90,1754.90,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202605-1214-2028-8cb83786-4610-4695-95d1-053de8ae7728,,Proceeds from 1996-97 Topps Stars Finest Refractors #24 Michael Jordan - BGS GEM MINT 9.5,,,06072611621
21b1a7e7-d419-460c-855e-f19048515ef7,60dc31bb-3dcb-4b00-b26a-fdd5c5589db0,2026-06-15T20:44:54.207497,0,-15663.00,withdrawal,payouts,,,,,,tr_1TihNJKFxf6AqynzgnUr8qra,Stripe Payout - 2026 May Elite Sports Auction - 6072611621,,,
21b1a7e7-d419-460c-855e-f19048515ef7,60dc31bb-3dcb-4b00-b26a-fdd5c5589db0,2026-06-15T20:44:52.806084,15663.00,-6142.65,withdrawal,payouts,,,,,,tr_1TihNHKFxf6AqynzhkIjZn0k,Stripe Payout - 2026 Global Football Auction - 6142617498,,,
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-15T19:22:51.080477,21805.65,557.75,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202605-1220-5406-151a08dd-7d67-47a2-b577-d7a7faa5f9eb,,Proceeds from 2024-25 Panini Select Signatures Gold Prizm #SIG-KAJ Kareem Abdul-Jabbar Signed Card (#08/10) - PSA GEM MT 10 - Pop 1,,,06072611621
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-15T19:08:12.226113,21247.90,2185.00,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202605-1214-2028-6260910f-5385-456e-aadc-ab2f8fedd245,,"Proceeds from 2018-19 Panini National Treasures Rookie Materials Prime #RM-SGA Shai Gilgeous-Alexander Signed Patch Rookie Card (#03/25) - PSA Authentic, PSA/DNA GEM MT 10",,,06072611621
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-15T15:29:13.444492,19062.90,5865.00,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202603-2317-5616-71bd7e8c-1ef9-49cf-8567-882a26bc41a9,,"Proceeds from 2018 Panini Donruss Optic Rated Rookie Autograph Black Velocity #154 Josh Allen Signed Rookie Card (#05/25) - PSA MINT 9
",,,06072611621
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-15T14:01:23.725591,13197.90,138.00,deposit,,202604-2813-5306-d52a60f4-8a2a-41ed-9f96-843c4d660256,,,202606-1402-3141-7383e4ae-14ff-40e8-a38b-21acfc08af86,202605-1414-1036-c37cdaa9-43e5-4830-8034-8785b7f6e424,,Proceeds from 2022-23 Topps Finest UCC The Man Blue Refractor #FTM-9 Lionel Messi (#072/150) - PSA MINT 9,,,06142617498
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-15T14:01:23.595541,13059.90,115.00,deposit,,202604-2813-5306-d52a60f4-8a2a-41ed-9f96-843c4d660256,,,202606-1402-3141-7383e4ae-14ff-40e8-a38b-21acfc08af86,202605-1220-5405-f993f039-17de-4720-ad8f-fa66d3a17377,,Proceeds from 2022-23 Topps Chrome UCC Hero Variation #1 Lionel Messi - SGC MT+ 9.5,,,06142617498
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-15T14:01:23.516738,12944.90,293.25,deposit,,202604-2813-5306-d52a60f4-8a2a-41ed-9f96-843c4d660256,,,202606-1402-3141-7383e4ae-14ff-40e8-a38b-21acfc08af86,202605-1220-5405-a8172184-1f97-4948-a8ce-175f1417d292,,Proceeds from 2024-25 Panini NSCC VIP Gold Color Blast #EH Erling Haaland (#16/44) - PSA MINT 9,,,06142617498
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-15T12:35:10.292676,12651.65,6440.00,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202605-1520-5745-91681fc5-b295-4294-9348-20323073d4e6,,"Proceeds from 2011-12 Upper Deck Exquisite Collection UD Black Autographs #B-MJ Michael Jordan Signed Card (#08/10) - BGS MINT 9, Beckett 10 - Pop 3",,,06072611621
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-14T22:34:21.324864,6211.65,162.15,deposit,,202604-2813-5306-d52a60f4-8a2a-41ed-9f96-843c4d660256,,,202606-1402-3141-7383e4ae-14ff-40e8-a38b-21acfc08af86,202605-1414-1036-51c35118-948f-438b-99c6-8c958fedea90,,Proceeds from 2020-21 Panini Obsidian Black Color Blast #2 Robert Lewandowski - PSA MINT 9,,,06142617498
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-14T17:39:39.887205,6049.50,3565.00,deposit,,202604-2813-5306-d52a60f4-8a2a-41ed-9f96-843c4d660256,,,202606-1402-3141-7383e4ae-14ff-40e8-a38b-21acfc08af86,202603-2220-5853-6d964c82-58c2-4bf3-b82e-e544a914b629,,Proceeds from 2004-05 Panini Sport Megacracks Barca Campeon Autografo #89 Lionel Messi Rookie Card - PSA MINT 9,,,06142617498
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-14T13:33:16.079837,2484.50,615.25,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202605-1220-5406-da1bda04-bdef-4bb0-8d87-a8da1b232da6,,"Proceeds from 2024-25 Topps McDonald's Chrome Franchise Picks Red Refractor #REA-LEB LeBron James (#5/5) - PSA MINT 9
",,,06072611621
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-14T12:31:05.737959,1869.25,178.25,deposit,,202604-2813-5306-d52a60f4-8a2a-41ed-9f96-843c4d660256,,,202606-1402-3141-7383e4ae-14ff-40e8-a38b-21acfc08af86,202603-2018-4616-cbe2d332-894e-4d8d-9626-6aa6fc4ef18a,,Proceeds from 2024-25 Topps Deluxe Manchester United Speak of the Devil Autograph Orange Refractor #SD-ZA Zlatan Ibrahimovic Signed Card (#07/25) - PSA MINT 9 - Pop 4,,,06142617498
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-14T12:13:34.386654,1691.00,161.00,deposit,,202604-2813-5306-d52a60f4-8a2a-41ed-9f96-843c4d660256,,,202606-1402-3141-7383e4ae-14ff-40e8-a38b-21acfc08af86,202605-1414-1036-e550edfc-ca1f-4612-95ab-b821c963251c,,Proceeds from 2023-24 Topps Chrome UCC Hobby Masters #HB-7 Lionel Messi - PSA MINT 9,,,06142617498
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-14T11:37:04.669309,1530.00,575.00,deposit,,202604-2813-5306-d52a60f4-8a2a-41ed-9f96-843c4d660256,,,202606-1402-3141-7383e4ae-14ff-40e8-a38b-21acfc08af86,202605-1414-1036-a56a8586-35e5-45a0-8ecd-a2246af4c7c1,,Proceeds from 2022-23 Panini Obsidian Black Color Blast #5 Kylian Mbappe - PSA NM-MT 8,,,06142617498
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-14T10:26:55.864602,955.00,1035.00,deposit,,202604-2813-5306-d52a60f4-8a2a-41ed-9f96-843c4d660256,,,202606-1402-3141-7383e4ae-14ff-40e8-a38b-21acfc08af86,202605-1520-5745-be808646-fd14-4117-a6a8-14694aa3553a,,Proceeds from 2025 Panini Prizm FIFA Club World Cup Kaboom! #20 Vinicius Jr. - BGS GEM MINT 9.5 - Pop 2,,,06142617498
21b1a7e7-d419-460c-855e-f19048515ef7,fb679c17-fcdb-4349-8ca8-068fab81bcfe,2026-06-14T02:31:48.724477,-80.00,-80.00,adjustment,,202604-2813-5306-d52a60f4-8a2a-41ed-9f96-843c4d660256,,,202606-1402-3141-7383e4ae-14ff-40e8-a38b-21acfc08af86,202602-2720-3443-e788e72e-42ee-4cd1-aab6-535ecc56d890,,PSA-Grading-2023-24 Topps Chrome UEFA Club Competitions Future Stars Autographs KM Kobbie Mainoo Superfractor 1/1,,,
21b1a7e7-d419-460c-855e-f19048515ef7,60dc31bb-3dcb-4b00-b26a-fdd5c5589db0,2026-06-12T19:31:11.657085,0,-13984.00,withdrawal,payouts,,,,,,tr_1ThanKKFxf6Aqynz2MQYlkd3,Stripe Payout - 2026 May Elite Sports Auction - 6072611621,,,
21b1a7e7-d419-460c-855e-f19048515ef7,60dc31bb-3dcb-4b00-b26a-fdd5c5589db0,2026-06-12T19:31:10.645139,13984.00,-4552.85,withdrawal,payouts,,,,,,tr_1ThanJKFxf6Aqynzrz389Xx6,Stripe Payout - 2026 Weekly Auction May 26 - Jun 4 - 6052651054,,,
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-11T20:03:34.866036,18536.85,977.50,deposit,,202601-0916-0725-86a81ed9-d8fd-4cd9-a68c-57e62c69a6ed,,,202606-0502-3257-6445c475-b9e1-41ee-9b72-dfe8a66f3519,202605-2214-0100-fe293dd1-a878-4774-affb-c24ae06be5fe,,"Proceeds from 1995-96 Upper Deck 23k Gold 50,000 Print Run Michael Jordan (#12516/50000) - PSA GEM MT 10",,,06052651054
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-11T15:53:37.282320,17559.35,184.00,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202605-1214-2028-f00cbd8d-160b-45f8-bf6d-754b3a77f3dc,,Proceeds from 2024-25 Panini Prizm Black Luck of the Lottery Orange Prizm #13 Luka Doncic (#16/49) - PSA GEM MT 10,,,06072611621
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-11T13:01:03.845546,17375.35,485.30,deposit,,202601-0916-0725-86a81ed9-d8fd-4cd9-a68c-57e62c69a6ed,,,202606-0502-3257-6445c475-b9e1-41ee-9b72-dfe8a66f3519,202605-2214-0059-624831ce-8a90-4ba5-bfec-6812c748d238,,Proceeds from 2025-26 Topps Chrome Rock Stars #RS-17 Dylan Harper Rookie Card - PSA GEM MT 10,,,06052651054
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-11T12:37:43.392624,16890.05,13800.00,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202603-2014-4706-fa34ee17-5cd6-418e-abb4-4584e35e7a0a,,Proceeds from 2023-24 Topps Royalty Patch Autographs #115 Victor Wembanyama Signed Patch Rookie Card (#98/99) - PSA NM-MT 8,,,06072611621
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-10T23:18:34.362515,3090.05,2760.00,deposit,,202601-0916-0725-86a81ed9-d8fd-4cd9-a68c-57e62c69a6ed,,,202606-0502-3257-6445c475-b9e1-41ee-9b72-dfe8a66f3519,202603-2320-1353-44114519-26dd-4471-918a-d2382799f48e,,"Proceeds from 2025-26 Topps Chrome Future Stars Autographs Green Refractor #FS-CF Cooper Flagg Signed Rookie Card (#43/99) - PSA MINT 9, PSA/DNA GEM MT 10",,,06052651054
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-10T21:19:43.422201,330.05,330.05,deposit,,202601-0916-0725-86a81ed9-d8fd-4cd9-a68c-57e62c69a6ed,,,202606-0502-3257-6445c475-b9e1-41ee-9b72-dfe8a66f3519,202605-2214-0059-bfcd89a1-09cc-47ad-acd8-29664b2b23d4,,Proceeds from 1997-98 Fleer Hoops 23k Gold Basketball Texture Bulls Starting Five - PSA GEM MT 10,,,06052651054
21b1a7e7-d419-460c-855e-f19048515ef7,60dc31bb-3dcb-4b00-b26a-fdd5c5589db0,2026-06-10T14:49:45.012337,0,-4935.80,withdrawal,payouts,,,,,,tr_1TgnRsKFxf6AqynzhNh8nKVj,Stripe Payout - 2026 Weekly Auction May 26 - Jun 4 - 6052651054,,,
21b1a7e7-d419-460c-855e-f19048515ef7,60dc31bb-3dcb-4b00-b26a-fdd5c5589db0,2026-06-10T14:49:43.983594,4935.80,-1619.20,withdrawal,payouts,,,,,,tr_1TgnRrKFxf6Aqynz76lS6u9p,Stripe Payout - 2026 Weekly Auction May 19 - May 28 - 5292613460,,,
21b1a7e7-d419-460c-855e-f19048515ef7,60dc31bb-3dcb-4b00-b26a-fdd5c5589db0,2026-06-10T14:49:42.963791,6555.00,-661.25,withdrawal,payouts,,,,,,tr_1TgnRqKFxf6AqynzJGhXBzbH,Stripe Payout - 2026 May Elite Sports Auction - 6072611621,,,
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-09T22:56:28.362153,7216.25,661.25,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202605-1214-2028-da900fe1-86ba-4d63-90cc-fe98584fa89a,,Proceeds from 2018-19 Panini Donruss Optic Signature Series Holo #SG-SGA Shai Gilgeous-Alexander Signed Rookie Card - Panini Encased,,,06072611621
21b1a7e7-d419-460c-855e-f19048515ef7,60dc31bb-3dcb-4b00-b26a-fdd5c5589db0,2026-06-09T15:43:00.306823,6555.00,-16037.15,withdrawal,payouts,,,,,,tr_1TgRnrKFxf6AqynztqvDGZAT,Stripe Payout - 2026 May Elite Sports Auction - 6072611621,,,
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-09T15:01:15.630726,22592.15,488.75,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202605-1214-2028-d138377b-bf64-411b-9885-067058a2ffe6,,Proceeds from 2025-26 Topps Chrome X-Fractor #221 Victor Wembanyama - PSA GEM MT 10,,,06072611621
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-09T14:54:36.645370,22103.40,805.00,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202605-1214-2029-86b3315a-3743-4fc2-845d-7016049de208,,"Proceeds from 2022-23 Panini National Treasures Biography Materials Prime #BGM-SHA Shai Gilgeous-Alexander Signed Patch Card (#01/25) - PSA Authentic, PSA/DNA GEM MT 10 - Pop 1
",,,06072611621
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-08T17:48:10.915930,21298.40,1619.20,deposit,,202601-0520-0204-b3ef7822-d518-4d7b-83e3-97a57cc11a59,,,202605-2902-3120-5386d016-62bd-46fb-973b-794d300255e8,202603-2317-5615-1f5e978c-9913-42cf-98a8-943ec3db3793,,Proceeds from 1997-98 Fleer Ultra Gold Medallion #1G Kobe Bryant - PSA MINT 9,,,05292613460
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-08T16:43:17.606723,19679.20,4427.50,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202603-2414-0653-acebcdf6-8fec-4fe3-9e79-62b2eeb65ed0,,"Proceeds from 2025-26 Topps Silver Pack '80-81 Chrome Basketball Rookie Autographs Orange Refractor #80CR2-CF Cooper Flagg Signed Rookie Card (#17/25) - PSA MINT 9, PSA/DNA GEM MT 10",,,06072611621
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-08T01:18:22.755656,15251.70,805.00,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202605-1214-2027-ae55dba9-6224-4122-a884-b776f5246721,,Proceeds from 2017-18 Panini Noir Rookie Patch Autograph (RPA) Black and White #303 Jayson Tatum Signed Patch Rookie Card (#05/99) - Panini Encased,,,06072611621
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-07T20:31:31.476663,14446.70,316.25,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202605-1214-2028-bc8b9de3-bf02-443f-8b5e-c7de6a66dba4,,Proceeds from 1996-97 Upper Deck Michael Jordan Greater Heights #GH6 Michael Jordan - BGS GEM MINT 9.5,,,06072611621
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-07T19:06:07.335465,14130.45,823.40,deposit,,202601-0916-0725-86a81ed9-d8fd-4cd9-a68c-57e62c69a6ed,,,202606-0502-3257-6445c475-b9e1-41ee-9b72-dfe8a66f3519,202605-2214-0059-a0c3a97f-5caf-4216-a64c-4edc9d23d84e,,Proceeds from 2025-26 Topps Chrome Rock Stars #RS-2 Victor Wembanyama - PSA GEM MT 10,,,06052651054
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-07T14:40:34.463904,13307.05,426.65,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202605-1220-5406-44083235-af08-46a7-ba03-11d9b17f266c,,"Proceeds from 2022-23 Panini Immaculate Scorers Club Signatures Green #SCS-KAJ Kareem Abdul-Jabbar Signed Card (#1/5) - PSA Authentic, PSA/DNA GEM MT 10",,,06072611621
21b1a7e7-d419-460c-855e-f19048515ef7,system,2026-06-07T13:46:01.846130,12880.40,10465.00,deposit,,202603-1715-0238-f7c7e679-6011-4d06-92b6-6499a5e97e02,,,202606-0702-3054-9b1fd95a-fb6e-4239-87bb-a6db8fecc28f,202605-1520-5744-31dd1940-13be-4aec-ac69-b687ecd1bb8b,,Proceeds from 2012-13 Upper Deck Exquisite Collection UD Black Signatures #B-MI Michael Jordan Signed Card (#33/75) - PSA GEM MT 10,,,06072611621
